nr,m1,m2,m3,m4,m5,m6,m7,m8,m9,m10
102,Międzyzdroje,Dziwnów,Trzebiatów
103,Kamień Pomorski,Trzebiatów
106,Golczewo,Nowogard,Maszewo,Stargard,Pyrzyce
108,Golczewo,Płoty
109,Trzebiatów,Gryfice,Płoty
114,Nowe Warpno,Police
124,Cedynia,Chojna
125,Cedynia,Moryń
126,Mieszkowice,Dębno
144,Nowogard,Dobra,Chociwel
148,Łobez,Drawsko Pomorskie
152,Płoty,Resko,Świdwin
162,Gościno,Świdwin
163,Kołobrzeg,Karlino,Białogard,Połczyn-Zdrój,Czaplinek,Wałcz
167,Koszalin,Tychowo
171,Bobolice,Barwice,Czaplinek
172,Połczyn-Zdrój,Barwice,Szczecinek
175,Drawsko Pomorskie,Kalisz Pomorski,Drawno,Choszczno
205,Darłowo,Sławno,Polanów,Bobolice
132,Kostrzyn nad Odrą,Witnica,Gorzów Wielkopolski
134,Ośno Lubuskie,Rzepin
137,Słubice,Ośno Lubuskie,Sulęcin,Międzyrzecz,Trzciel
138,Sulęcin,Torzym,Gubin
158,Gorzów Wielkopolski,Drezdenko
276,Krosno Odrzańskie,Świebodzin
278,Sulechów,Sława
279,Czerwieńsk,Zielona Góra
280,Czerwieńsk,Zielona Góra
283,Zielona Góra,Kożuchów
287,Lubsko,Jasień,Żary
289,Brody,Lubsko,Nowogród Bobrzański
295,Nowogród Bobrzański,Żagań
300,Iłowa,Gozdnica
303,Świebodzin,Babimost
313,Babimost,Kargowa
150,Sieraków,Wronki
180,Trzcianka,Piła
182,Międzychód,Sieraków,Wronki,Czarnków,Ujście
184,Ostroróg,Szamotuły
185,Obrzycko,Szamotuły
187,Pniewy,Szamotuły,Oborniki
190,Krajenka,Wysoka,Szamocin,Margonin,Wągrowiec,Mieścisko,Kłecko,Gniezno
193,Chodzież,Margonin,Gołańcz
194,Poznań,Pobiedziska,Gniezno
196,Wągrowiec,Skoki,Poznań
260,Gniezno,Witkowo
263,Słupca,Ślesin,Sompolno,Kłodawa,Dąbie
264,Kleczew,Konin
306,Buk,Stęszew
307,Opalenica,Buk,Poznań
308,Nowy Tomyśl,Grodzisk Wielkopolski,Kościan
309,Leszno,Rydzyna,Bojanowo
310,Czempiń,Śrem
312,Rakoniewice,Wielichowo
430,Poznań,Luboń,Puszczykowo,Mosina
431,Mosina,Puszczykowo
432,Leszno,Osieczna,Krzywiń,Śrem,Środa Wielkopolska
434,Kórnik,Śrem,Dolsk,Gostyń,Krobia
438,Borek Wielkopolski,Koźmin Wielkopolski
442,Września,Pyzdry,Chocz,Kalisz
443,Jarocin,Rychwał,Tuliszków
444,Krotoszyn,Sulmierzyce,Odolanów,Ostrzeszów
445,Odolanów,Ostrów Wielkopolski
447,Mikstat,Grabów nad Prosną
466,Słupca,Pyzdry
470,Turek,Kalisz
471,Opatówek,Koźminek
211,Kartuzy,Żukowo
212,Bytów,Chojnice
214,Łeba,Lębork,Kościerzyna,Skórcz
216,Reda,Puck,Władysławowo,Jastarnia,Hel
218,Wejherowo,Gdańsk
221,Kościerzyna,Gdańsk
222,Gdańsk,Starogard Gdański,Skórcz
224,Kartuzy,Skarszewy,Tczew
228,Bytów,Kartuzy
234,Skórcz,Gniew
235,Brusy,Chojnice
468,Wejherowo,Reda,Rumia,Gdynia,Sopot,Gdańsk
501,Gdańsk,Krynica Morska
515,Malbork,Dzierzgoń
246,Szubin,Łabiszyn,Gniewkowo
247,Kcynia,Szubin
251,Żnin,Barcin,Pakość,Inowrocław
252,Inowrocław,Włocławek
254,Łabiszyn,Barcin,Mogilno
255,Pakość,Strzelno
269,Izbica Kujawska,Chodecz,Kowal
534,Grudziądz,Radzyń Chełmiński,Wąbrzeźno,Golub-Dobrzyń,Rypin
543,Radzyń Chełmiński,Jabłonowo Pomorskie
551,Chełmża,Wąbrzeźno
554,Kowalewo Pomorskie,Golub-Dobrzyń,Kikół
557,Rypin,Lipno
320,Jawor,Bolków
331,Chocianów,Polkowice
335,Chojnów,Lubin
340,Wołów,Oborniki Śląskie,Trzebnica,Oleśnica
341,Brzeg Dolny,Miękinia
342,Oborniki Śląskie,Wrocław
346,Środa Śląska,Kąty Wrocławskie
347,Kąty Wrocławskie,Wrocław
351,Pieńsk,Zgorzelec
352,Zgorzelec,Bogatynia
357,Lubań, Nowogrodziec
358,Leśna,Świeradów-Zdrój,Szklarska Poręba
359,Żmigród,Prusice,Wrocław
361,Mirsk,Świeradów-Zdrój
362,Wrocław,Kąty Wrocławskie
364,Gryfów Śląski,Lwówek Śląski,Złotoryja,Legnica
367,Jelenia Góra,Kowary,Kamienna Góra,Boguszów-Gorce,Wałbrzych
372,Wrocław,Siechnice
375,Szczawno-Zdrój,Wałbrzych
379,Wałbrzych,Świdnica
381,Wałbrzych,Jedlina-Zdrój,Głuszyca,Nowa Ruda,Kłodzko
383,Jedlina-Zdrój,Pieszyce
384,Dzierżoniów,Bielawa,Nowa Ruda
387,Kudowa-Zdrój,Radków
